kind,id,name,field,value,raw_value
weapon,javelin,Javelin,knockback,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,javelin,Javelin,life_steal,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,javelin,Javelin,price,"{""tier1"": ""18"", ""tier2"": ""36"", ""tier3"": ""66"", ""tier4"": ""140""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=18
		|2|rare=36
		|3|epic=66
		|4|legendary=140"
weapon,javelin,Javelin,range,"{""tier1"": ""350"", ""tier2"": ""375"", ""tier3"": ""400"", ""tier4"": ""425""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=350
		|2|rare=375
		|3|epic=400
		|4|legendary=425"
weapon,javelin,Javelin,rarity,1,1
weapon,javelin,Javelin,special,"Every 5th/4th/3rd/2nd projectile has +100 % Crit Chance.
Pierces 2/3/4/5 enemies dealing -25% less damage with each pierce.",Every {{Color|tier1|5th}}/{{Color|tier2|4th}}/{{Color|tier3|3rd}}/{{Color|tier4|2nd}} projectile has {{Color|green|+100}} {{Color|green|% Crit Chance}}. <br>Pierces {{Color|tier1|2}}/{{Color|tier2|3}}/{{Color|tier3|4}}/{{Color|tier4|5}} enemies dealing -25% less damage with each pierce.
weapon,javelin,Javelin,types,Primitive,[[Primitive]]
weapon,javelin,Javelin,unlocked_by,Default,Default
weapon,lute,Lute,attack_speed,"{""tier1"": ""1.31s"", ""tier2"": ""1.25s"", ""tier3"": ""1.2s"", ""tier4"": ""1.14s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=1.31s
		|2|rare=1.25s
		|3|epic=1.2s
		|4|legendary=1.14s"
weapon,lute,Lute,attacktype,Sweep,Sweep
weapon,lute,Lute,crit,"{""tier1"": ""x1.5 (3% chance)"", ""tier2"": ""x1.5 (3% chance)"", ""tier3"": ""x1.5 (3% chance)"", ""tier4"": ""x1.5 (3% chance)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=x1.5 (3% chance)
		|2|rare=x1.5 (3% chance)
		|3|epic=x1.5 (3% chance)
		|4|legendary=x1.5 (3% chance)"
weapon,lute,Lute,damage,"{""tier1"": ""4(+50% Melee Damage+10% Luck)"", ""tier2"": ""8(+50% Melee Damage+15% Luck)"", ""tier3"": ""12(+50% Melee Damage+20% Luck)"", ""tier4"": ""16(+50% Melee Damage+25% Luck)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=4(+50%{{StatIcon|Melee Damage}}+10%{{StatIcon|Luck}})
		|2|rare=8(+50%{{StatIcon|Melee Damage}}+15%{{StatIcon|Luck}})
		|3|epic=12(+50%{{StatIcon|Melee Damage}}+20%{{StatIcon|Luck}})
		|4|legendary=16(+50%{{StatIcon|Melee Damage}}+25%{{StatIcon|Luck}})"
weapon,lute,Lute,dps,"{""tier1"": ""3.1(38.1% Melee Damage7.6% Luck)/s"", ""tier2"": ""6.4(39.9% Melee Damage12% Luck)/s"", ""tier3"": ""10(41.7% Melee Damage16.7% Luck)/s"", ""tier4"": ""14(43.8% Melee Damage21.9% Luck)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=3.1(38.1%{{StatIcon|Melee Damage}}7.6%{{StatIcon|Luck}})/s
		|2|rare=6.4(39.9%{{StatIcon|Melee Damage}}12%{{StatIcon|Luck}})/s
		|3|epic=10(41.7%{{StatIcon|Melee Damage}}16.7%{{StatIcon|Luck}})/s
		|4|legendary=14(43.8%{{StatIcon|Melee Damage}}21.9%{{StatIcon|Luck}})/s"
weapon,lute,Lute,is_dlc,1,1
weapon,lute,Lute,knockback,"{""tier1"": ""2"", ""tier2"": ""2"", ""tier3"": ""2"", ""tier4"": ""2""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=2
		|2|rare=2
		|3|epic=2
		|4|legendary=2"
weapon,lute,Lute,life_steal,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,lute,Lute,price,"{""tier1"": ""15"", ""tier2"": ""31"", ""tier3"": ""61"", ""tier4"": ""122""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=15
		|2|rare=31
		|3|epic=61
		|4|legendary=122"
weapon,lute,Lute,range,"{""tier1"": ""150"", ""tier2"": ""175"", ""tier3"": ""200"", ""tier4"": ""225""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=150
		|2|rare=175
		|3|epic=200
		|4|legendary=225"
weapon,lute,Lute,rarity,1,1
weapon,lute,Lute,special,Enemies hit take 10% more damage for 3 seconds (max: 30%/50%/70%/100%),Enemies hit take {{Color|green|10%}} more damage for {{Color|green|3}} seconds (max: {{Color|tier1|30%}}/{{Color|tier2|50%}}/{{Color|tier3|70%}}/{{Color|tier4|100%}})
weapon,lute,Lute,types,"Musical, Support","[[Musical]], [[Support]]"
weapon,lute,Lute,unlocked_by,Default,Default
weapon,mace,Mace,attack_speed,"{""tier1"": ""-"", ""tier2"": ""1.39s"", ""tier3"": ""1.31s"", ""tier4"": ""1.23s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=1.39s
		|3|epic=1.31s
		|4|legendary=1.23s"
weapon,mace,Mace,attacktype,Sweep,Sweep
weapon,mace,Mace,crit,"{""tier1"": ""-"", ""tier2"": ""x1.5 (3% chance)"", ""tier3"": ""x1.5 (3% chance)"", ""tier4"": ""x1.5 (3% chance)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=x1.5 (3% chance)
		|3|epic=x1.5 (3% chance)
		|4|legendary=x1.5 (3% chance)"
weapon,mace,Mace,damage,"{""tier1"": ""-"", ""tier2"": ""40(+100% Melee Damage-50% Attack Speed)"", ""tier3"": ""60(+100% Melee Damage-75% Attack Speed)"", ""tier4"": ""100(+100% Melee Damage-100% Attack Speed)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=40(+100%{{StatIcon|Melee Damage}}{{Color|pastelred|-50%}}{{StatIcon|Attack Speed}})
		|3|epic=60(+100%{{StatIcon|Melee Damage}}{{Color|pastelred|-75%}}{{StatIcon|Attack Speed}})
		|4|legendary=100(+100%{{StatIcon|Melee Damage}}{{Color|pastelred|-100%}}{{StatIcon|Attack Speed}})"
weapon,mace,Mace,dps,"{""tier1"": ""--"", ""tier2"": ""28.7(71.7% Melee Damage-35.9% Attack Speed)/s"", ""tier3"": ""45.8(76.3% Melee Damage-57.2% Attack Speed)/s"", ""tier4"": ""81.5(81.5% Melee Damage-81.5% Attack Speed)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=--
		|2|rare=28.7(71.7%{{StatIcon|Melee Damage}}-35.9%{{StatIcon|Attack Speed}})/s
		|3|epic=45.8(76.3%{{StatIcon|Melee Damage}}-57.2%{{StatIcon|Attack Speed}})/s
		|4|legendary=81.5(81.5%{{StatIcon|Melee Damage}}-81.5%{{StatIcon|Attack Speed}})/s"
weapon,mace,Mace,is_dlc,1,1
weapon,mace,Mace,knockback,"{""tier1"": ""-"", ""tier2"": ""5"", ""tier3"": ""5"", ""tier4"": ""5""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=5
		|3|epic=5
		|4|legendary=5"
weapon,mace,Mace,life_steal,"{""tier1"": ""-"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,mace,Mace,price,"{""tier1"": ""-"", ""tier2"": ""46"", ""tier3"": ""92"", ""tier4"": ""185""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=46
		|3|epic=92
		|4|legendary=185"
weapon,mace,Mace,range,"{""tier1"": ""-"", ""tier2"": ""150"", ""tier3"": ""150"", ""tier4"": ""150""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=150
		|3|epic=150
		|4|legendary=150"
weapon,mace,Mace,rarity,2,2
weapon,mace,Mace,special,-3%/-6%/-10% Attack Speed,{{Color|tier2|-3%}}/{{Color|tier3|-6%}}/{{Color|tier4|-10%}} Attack Speed
weapon,mace,Mace,types,"Heavy, Medieval","[[Heavy]], [[Medieval]]"
weapon,mace,Mace,unlocked_by,Win a run with Ogre,Win a run with Ogre
weapon,particle accelerator,Particle Accelerator,attack_speed,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""1.95s"", ""tier4"": ""1.62s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=1.95s
		|4|legendary=1.62s"
weapon,particle accelerator,Particle Accelerator,attacktype,-,-
weapon,particle accelerator,Particle Accelerator,crit,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""x2 (3% chance)"", ""tier4"": ""x2 (3% chance)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=x2 (3% chance)
		|4|legendary=x2 (3% chance)"
weapon,particle accelerator,Particle Accelerator,damage,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""60(+100% Elemental Damage+100% Engineering)"", ""tier4"": ""120(+100% Elemental Damage+100% Engineering)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=60(+100%{{StatIcon|Elemental Damage}}+100%{{StatIcon|Engineering}})
		|4|legendary=120(+100%{{StatIcon|Elemental Damage}}+100%{{StatIcon|Engineering}})"
weapon,particle accelerator,Particle Accelerator,dps,"{""tier1"": ""--"", ""tier2"": ""--"", ""tier3"": ""30.8(51.3% Elemental Damage51.3% Engineering)/s"", ""tier4"": ""74.2(61.8% Elemental Damage61.8% Engineering)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=--
		|2|rare=--
		|3|epic=30.8(51.3%{{StatIcon|Elemental Damage}}51.3%{{StatIcon|Engineering}})/s
		|4|legendary=74.2(61.8%{{StatIcon|Elemental Damage}}61.8%{{StatIcon|Engineering}})/s"
weapon,particle accelerator,Particle Accelerator,is_dlc,-,-
weapon,particle accelerator,Particle Accelerator,knockback,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=0
		|4|legendary=0"
weapon,particle accelerator,Particle Accelerator,life_steal,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=0
		|4|legendary=0"
weapon,particle accelerator,Particle Accelerator,price,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""144"", ""tier4"": ""289""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=144
		|4|legendary=289"
weapon,particle accelerator,Particle Accelerator,range,"{""tier1"": ""-"", ""tier2"": ""-"", ""tier3"": ""800"", ""tier4"": ""800""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=-
		|3|epic=800
		|4|legendary=800"
weapon,particle accelerator,Particle Accelerator,rarity,3,3
weapon,particle accelerator,Particle Accelerator,special,"Deals 8x8/10x10 ({{Color|green|+100% Elemental Damage}}) burning damage
Slows enemies by 1%/2% on hit for every 1 Engineering you have [0%].
Pierces through enemies.
Can't bounce",Deals {{Color|tier3|8x8}}/{{Color|tier4|10x10}} ({{Color|green|+100%{{StatIcon|Elemental Damage}}}}) burning damage<br>Slows enemies by {{Color|tier3|1%}}/{{Color|tier4|2%}} on hit for every {{Color|green|1}} {{Color|green|Engineering}} you have [0%]. <br> Pierces through enemies. <br> Can't bounce
weapon,particle accelerator,Particle Accelerator,types,"Heavy, Elemental","[[Heavy]], [[Elemental]]"
weapon,particle accelerator,Particle Accelerator,unlocked_by,Win a run with Technomage,Win a run with Technomage
weapon,sharp tooth,Sharp Tooth,attack_speed,"{""tier1"": ""1.14s"", ""tier2"": ""1.07s"", ""tier3"": ""1s"", ""tier4"": ""0.93s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=1.14s
		|2|rare=1.07s
		|3|epic=1s
		|4|legendary=0.93s"
weapon,sharp tooth,Sharp Tooth,attacktype,Thrust,Thrust
weapon,sharp tooth,Sharp Tooth,crit,"{""tier1"": ""x2 (3% chance)"", ""tier2"": ""x2.15 (6% chance)"", ""tier3"": ""x2.3 (9% chance)"", ""tier4"": ""x2.5 (12% chance)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=x2 (3% chance)
		|2|rare=x2.15 (6% chance)
		|3|epic=x2.3 (9% chance)
		|4|legendary=x2.5 (12% chance)"
weapon,sharp tooth,Sharp Tooth,damage,"{""tier1"": ""5(+50% Melee Damage+50% Lifesteal)"", ""tier2"": ""8(+50% Melee Damage+65% Lifesteal)"", ""tier3"": ""11(+50% Melee Damage+80% Lifesteal)"", ""tier4"": ""15(+50% Melee Damage+100% Lifesteal)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=5(+50%{{StatIcon|Melee Damage}}+50%{{StatIcon|Lifesteal}})
		|2|rare=8(+50%{{StatIcon|Melee Damage}}+65%{{StatIcon|Lifesteal}})
		|3|epic=11(+50%{{StatIcon|Melee Damage}}+80%{{StatIcon|Lifesteal}})
		|4|legendary=15(+50%{{StatIcon|Melee Damage}}+100%{{StatIcon|Lifesteal}})"
weapon,sharp tooth,Sharp Tooth,dps,"{""tier1"": ""4.4(43.7% Melee Damage43.7% Lifesteal)/s"", ""tier2"": ""7.5(46.7% Melee Damage60.7% Lifesteal)/s"", ""tier3"": ""11(50.1% Melee Damage80.1% Lifesteal)/s"", ""tier4"": ""16.2(54% Melee Damage108% Lifesteal)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=4.4(43.7%{{StatIcon|Melee Damage}}43.7%{{StatIcon|Lifesteal}})/s
		|2|rare=7.5(46.7%{{StatIcon|Melee Damage}}60.7%{{StatIcon|Lifesteal}})/s
		|3|epic=11(50.1%{{StatIcon|Melee Damage}}80.1%{{StatIcon|Lifesteal}})/s
		|4|legendary=16.2(54%{{StatIcon|Melee Damage}}108%{{StatIcon|Lifesteal}})/s"
weapon,sharp tooth,Sharp Tooth,is_dlc,-,-
weapon,sharp tooth,Sharp Tooth,knockback,"{""tier1"": ""2"", ""tier2"": ""2"", ""tier3"": ""2"", ""tier4"": ""2""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=2
		|2|rare=2
		|3|epic=2
		|4|legendary=2"
weapon,sharp tooth,Sharp Tooth,life_steal,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,sharp tooth,Sharp Tooth,price,"{""tier1"": ""12"", ""tier2"": ""26"", ""tier3"": ""52"", ""tier4"": ""105""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=12
		|2|rare=26
		|3|epic=52
		|4|legendary=105"
weapon,sharp tooth,Sharp Tooth,range,"{""tier1"": ""150"", ""tier2"": ""160"", ""tier3"": ""170"", ""tier4"": ""180""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=150
		|2|rare=160
		|3|epic=170
		|4|legendary=180"
weapon,sharp tooth,Sharp Tooth,rarity,1,1
weapon,sharp tooth,Sharp Tooth,special,+1 % Life Steal for every 25%/20%/15%/10% of missing health,{{Color|green|+1}} {{Color|green|% Life Steal}} for every {{Color|tier1|25%}}/{{Color|tier2|20%}}/{{Color|tier3|15%}}/{{Color|tier4|10%}} of missing health
weapon,sharp tooth,Sharp Tooth,types,"Primitive, Precise","[[Primitive]], [[Precise]]"
weapon,sharp tooth,Sharp Tooth,unlocked_by,Default,Default
weapon,sickle,Sickle,attack_speed,"{""tier1"": ""0.87s"", ""tier2"": ""0.82s"", ""tier3"": ""0.77s"", ""tier4"": ""0.7s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0.87s
		|2|rare=0.82s
		|3|epic=0.77s
		|4|legendary=0.7s"
weapon,sickle,Sickle,attacktype,Sweep,Sweep
weapon,sickle,Sickle,crit,"{""tier1"": ""x2 (3% chance)"", ""tier2"": ""x2 (3% chance)"", ""tier3"": ""x2 (3% chance)"", ""tier4"": ""x2 (3% chance)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=x2 (3% chance)
		|2|rare=x2 (3% chance)
		|3|epic=x2 (3% chance)
		|4|legendary=x2 (3% chance)"
weapon,sickle,Sickle,damage,"{""tier1"": ""5(+80% Melee Damage+10% Harvesting)"", ""tier2"": ""8(+80% Melee Damage+15% Harvesting)"", ""tier3"": ""12(+80% Melee Damage+20% Harvesting)"", ""tier4"": ""15(+80% Melee Damage+25% Harvesting)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=5(+80%{{StatIcon|Melee Damage}}+10%{{StatIcon|Harvesting}})
		|2|rare=8(+80%{{StatIcon|Melee Damage}}+15%{{StatIcon|Harvesting}})
		|3|epic=12(+80%{{StatIcon|Melee Damage}}+20%{{StatIcon|Harvesting}})
		|4|legendary=15(+80%{{StatIcon|Melee Damage}}+25%{{StatIcon|Harvesting}})"
weapon,sickle,Sickle,dps,"{""tier1"": ""5.8(92.2% Melee Damage11.5% Harvesting)/s"", ""tier2"": ""9.8(97.9% Melee Damage18.4% Harvesting)/s"", ""tier3"": ""15.6(104.3% Melee Damage26.1% Harvesting)/s"", ""tier4"": ""21.4(114.2% Melee Damage35.7% Harvesting)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=5.8(92.2%{{StatIcon|Melee Damage}}11.5%{{StatIcon|Harvesting}})/s
		|2|rare=9.8(97.9%{{StatIcon|Melee Damage}}18.4%{{StatIcon|Harvesting}})/s
		|3|epic=15.6(104.3%{{StatIcon|Melee Damage}}26.1%{{StatIcon|Harvesting}})/s
		|4|legendary=21.4(114.2%{{StatIcon|Melee Damage}}35.7%{{StatIcon|Harvesting}})/s"
weapon,sickle,Sickle,is_dlc,1,1
weapon,sickle,Sickle,knockback,"{""tier1"": ""2"", ""tier2"": ""2"", ""tier3"": ""2"", ""tier4"": ""2""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=2
		|2|rare=2
		|3|epic=2
		|4|legendary=2"
weapon,sickle,Sickle,life_steal,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,sickle,Sickle,price,"{""tier1"": ""15"", ""tier2"": ""31"", ""tier3"": ""61"", ""tier4"": ""122""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=15
		|2|rare=31
		|3|epic=61
		|4|legendary=122"
weapon,sickle,Sickle,range,"{""tier1"": ""125"", ""tier2"": ""125"", ""tier3"": ""125"", ""tier4"": ""125""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=125
		|2|rare=125
		|3|epic=125
		|4|legendary=125"
weapon,sickle,Sickle,rarity,1,1
weapon,sickle,Sickle,special,+20%/+30%/+40%/+50% damage against targets below 30% health,{{Color|tier1|+20%}}/{{Color|tier2|+30%}}/{{Color|tier3|+40%}}/{{Color|tier4|+50%}} damage against targets below {{Color|green|30%}} health
weapon,sickle,Sickle,types,Support,[[Support]]
weapon,sickle,Sickle,unlocked_by,Default,Default
weapon,spoon,Spoon,attack_speed,"{""tier1"": ""1.06s"", ""tier2"": ""0.99s"", ""tier3"": ""0.93s"", ""tier4"": ""0.86s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=1.06s
		|2|rare=0.99s
		|3|epic=0.93s
		|4|legendary=0.86s"
weapon,spoon,Spoon,attacktype,Sweep,Sweep
weapon,spoon,Spoon,crit,"{""tier1"": ""x2 (0% chance)"", ""tier2"": ""x2.25 (0% chance)"", ""tier3"": ""x2.5 (0% chance)"", ""tier4"": ""x3 (0% chance)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=x2 (0% chance)
		|2|rare=x2.25 (0% chance)
		|3|epic=x2.5 (0% chance)
		|4|legendary=x3 (0% chance)"
weapon,spoon,Spoon,damage,"{""tier1"": ""10(+50% Melee Damage+15% Max HP)"", ""tier2"": ""15(+50% Melee Damage+20% Max HP)"", ""tier3"": ""20(+50% Melee Damage+25% Max HP)"", ""tier4"": ""25(+50% Melee Damage+25% Max HP)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=10(+50%{{StatIcon|Melee Damage}}+15%{{StatIcon|Max HP}})
		|2|rare=15(+50%{{StatIcon|Melee Damage}}+20%{{StatIcon|Max HP}})
		|3|epic=20(+50%{{StatIcon|Melee Damage}}+25%{{StatIcon|Max HP}})
		|4|legendary=25(+50%{{StatIcon|Melee Damage}}+25%{{StatIcon|Max HP}})"
weapon,spoon,Spoon,dps,"{""tier1"": ""9.4(47.1% Melee Damage14.1% Max HP)/s"", ""tier2"": ""15.1(50.3% Melee Damage20.1% Max HP)/s"", ""tier3"": ""21.6(54% Melee Damage27% Max HP)/s"", ""tier4"": ""28.9(57.9% Melee Damage28.9% Max HP)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=9.4(47.1%{{StatIcon|Melee Damage}}14.1%{{StatIcon|Max HP}})/s
		|2|rare=15.1(50.3%{{StatIcon|Melee Damage}}20.1%{{StatIcon|Max HP}})/s
		|3|epic=21.6(54%{{StatIcon|Melee Damage}}27%{{StatIcon|Max HP}})/s
		|4|legendary=28.9(57.9%{{StatIcon|Melee Damage}}28.9%{{StatIcon|Max HP}})/s"
weapon,spoon,Spoon,is_dlc,1,1
weapon,spoon,Spoon,knockback,"{""tier1"": ""2"", ""tier2"": ""2"", ""tier3"": ""2"", ""tier4"": ""2""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=2
		|2|rare=2
		|3|epic=2
		|4|legendary=2"
weapon,spoon,Spoon,life_steal,"{""tier1"": ""0"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=0
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,spoon,Spoon,price,"{""tier1"": ""15"", ""tier2"": ""31"", ""tier3"": ""61"", ""tier4"": ""122""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=15
		|2|rare=31
		|3|epic=61
		|4|legendary=122"
weapon,spoon,Spoon,range,"{""tier1"": ""150"", ""tier2"": ""165"", ""tier3"": ""180"", ""tier4"": ""200""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=150
		|2|rare=165
		|3|epic=180
		|4|legendary=200"
weapon,spoon,Spoon,rarity,1,1
weapon,spoon,Spoon,special,Always crits when hitting burning targets,Always crits when hitting burning targets
weapon,spoon,Spoon,types,Blunt,[[Blunt]]
weapon,spoon,Spoon,unlocked_by,Win a run with Chef,Win a run with Chef
weapon,trident,Trident,attack_speed,"{""tier1"": ""-"", ""tier2"": ""1.58s"", ""tier3"": ""1.5s"", ""tier4"": ""1.41s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=1.58s
		|3|epic=1.5s
		|4|legendary=1.41s"
weapon,trident,Trident,attacktype,Thrust,Thrust
weapon,trident,Trident,crit,"{""tier1"": ""-"", ""tier2"": ""x2 (3% chance)"", ""tier3"": ""x2 (3% chance)"", ""tier4"": ""x2 (3% chance)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=x2 (3% chance)
		|3|epic=x2 (3% chance)
		|4|legendary=x2 (3% chance)"
weapon,trident,Trident,damage,"{""tier1"": ""-"", ""tier2"": ""30(+100% Melee Damage+15% Curse)"", ""tier3"": ""50(+100% Melee Damage+30% Curse)"", ""tier4"": ""80(+100% Melee Damage+50% Curse)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=30(+100%{{StatIcon|Melee Damage}}+15%{{StatIcon|Curse}})
		|3|epic=50(+100%{{StatIcon|Melee Damage}}+30%{{StatIcon|Curse}})
		|4|legendary=80(+100%{{StatIcon|Melee Damage}}+50%{{StatIcon|Curse}})"
weapon,trident,Trident,dps,"{""tier1"": ""--"", ""tier2"": ""19(63.2% Melee Damage9.5% Curse)/s"", ""tier3"": ""33.4(66.7% Melee Damage20% Curse)/s"", ""tier4"": ""56.5(70.7% Melee Damage35.3% Curse)/s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=--
		|2|rare=19(63.2%{{StatIcon|Melee Damage}}9.5%{{StatIcon|Curse}})/s
		|3|epic=33.4(66.7%{{StatIcon|Melee Damage}}20%{{StatIcon|Curse}})/s
		|4|legendary=56.5(70.7%{{StatIcon|Melee Damage}}35.3%{{StatIcon|Curse}})/s"
weapon,trident,Trident,is_dlc,1,1
weapon,trident,Trident,knockback,"{""tier1"": ""-"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,trident,Trident,life_steal,"{""tier1"": ""-"", ""tier2"": ""0"", ""tier3"": ""0"", ""tier4"": ""0""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=0
		|3|epic=0
		|4|legendary=0"
weapon,trident,Trident,price,"{""tier1"": ""-"", ""tier2"": ""52"", ""tier3"": ""96"", ""tier4"": ""200""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=52
		|3|epic=96
		|4|legendary=200"
weapon,trident,Trident,range,"{""tier1"": ""-"", ""tier2"": ""325"", ""tier3"": ""325"", ""tier4"": ""325""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=325
		|3|epic=325
		|4|legendary=325"
weapon,trident,Trident,rarity,2,2
weapon,trident,Trident,special,+30%/+40%/+50% damage against targets above 80% health,{{Color|tier2|+30%}}/{{Color|tier3|+40%}}/{{Color|tier4|+50%}} damage against targets above {{Color|green|80%}} health
weapon,trident,Trident,types,"Naval, Medieval","[[Naval]], [[Medieval]]"
weapon,trident,Trident,unlocked_by,Default,Default
weapon,vorpal sword,Vorpal Sword,attack_speed,"{""tier1"": ""-"", ""tier2"": ""1.11s"", ""tier3"": ""1.03s"", ""tier4"": ""0.95s""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=1.11s
		|3|epic=1.03s
		|4|legendary=0.95s"
weapon,vorpal sword,Vorpal Sword,attacktype,Thrust,Thrust
weapon,vorpal sword,Vorpal Sword,crit,"{""tier1"": ""-"", ""tier2"": ""x2 (3%)"", ""tier3"": ""x2 (3%)"", ""tier4"": ""x2 (3%)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=x2 (3%)
		|3|epic=x2 (3%)
		|4|legendary=x2 (3%)"
weapon,vorpal sword,Vorpal Sword,damage,"{""tier1"": ""-"", ""tier2"": ""20(100% MeleeDamage)"", ""tier3"": ""35(100% MeleeDamage)"", ""tier4"": ""55(100% MeleeDamage)""}","{{#switch:{{lc:{{{3|}}}}}
		|1|common=-
		|2|rare=20(100%{{StatIcon|MeleeDamage}})
		|3|epic=35(100%{{StatIcon|MeleeDamage}})
		|4|legendary=55(100%{{StatIcon|MeleeDamage}})"
